Company,Job Title,Job Link,Location,Posting Date,Days Since Posted,Function,Seniority,Company_Group,Product_Focus,Product_Focus_Tokens,Primary_Skill,Extracted_Skills,Relevancy_to_Actian,Trend_Score,First_Seen,Last_Seen,product_area,Description
Polaria,"Director of Engineering, Platform",https://careers.polaria.io/jobs/278,"Austin, TX",2026-02-25,56,Engineering,Director+,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,10.9,2.48,2026-02-24,2026-03-01,Data Intelligence,
Polaria,"Senior Engineer, APIs & Integrations",https://careers.polaria.io/jobs/279,Remote,2026-04-11,11,Engineering,Senior,Data Intelligence,ETL/Integration,etl_integration,ETL,ETL/Integration,13.8,2.64,2026-04-09,2026-04-16,Data Intelligence,
Polaria,"Engineering Manager, Core Platform",https://careers.polaria.io/jobs/280,"San Francisco, CA",2026-04-10,12,Engineering,Manager,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,11.4,1.83,2026-04-06,2026-04-10,Data Intelligence,
Polaria,"SWE II, Backend",https://careers.polaria.io/jobs/281,"Amsterdam, Netherlands",2026-02-23,58,Engineering,IC,Data Intelligence,Backend Systems,backend_systems,Backend Systems,Backend Systems,6.6,1.72,2026-02-23,2026-02-23,Data Intelligence,
Polaria,"Staff Engineer, Infrastructure",https://careers.polaria.io/jobs/282,"San Francisco, CA",2026-03-03,50,Engineering,Principal/Staff,Data Intelligence,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,5.1,1.66,2026-03-02,2026-03-08,Data Intelligence,
Polaria,"Senior PMM, AI & Platform",https://careers.polaria.io/jobs/283,"Denver, CO",2026-01-24,88,Marketing,Senior,Data Intelligence,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.3,1.31,2026-01-20,2026-01-27,Data Intelligence,
Polaria,"SWE II, Backend",https://careers.polaria.io/jobs/284,"Denver, CO",2026-03-17,36,Engineering,IC,Data Intelligence,Backend Systems,backend_systems,Backend Systems,Backend Systems,6.1,2.85,2026-03-12,2026-03-19,Data Intelligence,
Polaria,Technical Account Manager,https://careers.polaria.io/jobs/285,"New York, NY",2026-02-22,59,Customer Success,IC,Data Intelligence,ETL/Integration,etl_integration,ETL,ETL/Integration,13.8,0.52,2026-02-16,2026-02-24,Data Intelligence,
Polaria,"Solutions Architect, AI",https://careers.polaria.io/jobs/286,"Boston, MA",2026-02-24,57,Solution Engineering,Senior,Data Intelligence,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.9,2.97,2026-02-22,2026-02-26,Data Intelligence,
Polaria,"Senior Engineer, APIs & Integrations",https://careers.polaria.io/jobs/287,"Austin, TX",2026-03-12,41,Engineering,Senior,Data Intelligence,ETL/Integration,etl_integration,ETL,ETL/Integration,15.4,3.41,2026-03-08,2026-03-17,Data Intelligence,
Polaria,Commercial Account Executive,https://careers.polaria.io/jobs/288,"Denver, CO",2026-03-11,42,Sales,IC,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,10.1,2.86,2026-03-06,2026-03-11,Data Intelligence,
Polaria,"Senior CSM, Enterprise Accounts",https://careers.polaria.io/jobs/289,"Amsterdam, Netherlands",2026-01-24,88,Customer Success,Senior,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,9.6,2.68,2026-01-21,2026-01-27,Data Intelligence,
Polaria,"Principal PM, Developer Experience",https://careers.polaria.io/jobs/290,"Berlin, Germany",2026-02-28,53,Product Management,Principal/Staff,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,10.5,2.4,2026-02-25,2026-03-02,Data Intelligence,
Polaria,Strategic Account Manager,https://careers.polaria.io/jobs/291,"New York, NY",2026-03-04,49,Sales,Senior,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,10.4,2.29,2026-02-26,2026-03-08,Data Intelligence,
Polaria,"Director of AI, Platform",https://careers.polaria.io/jobs/292,"Amsterdam, Netherlands",2026-03-06,47,AI/ML & Vector,Director+,Data Intelligence,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,8.2,3.24,2026-03-05,2026-03-07,Data Intelligence,
Polaria,"Regional Vice President, Sales",https://careers.polaria.io/jobs/293,"London, UK",2026-01-29,83,Sales,Director+,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,9.6,3.45,2026-01-23,2026-01-31,Data Intelligence,
Polaria,Senior Data Scientist,https://careers.polaria.io/jobs/294,"New York, NY",2026-04-20,2,Data/Analytics,Senior,Data Intelligence,Data/Analytics,data_analytics,Data,Data/Analytics,4.0,2.03,2026-04-17,2026-04-22,Data Intelligence,
Polaria,"Senior Software Engineer, Data Pipelines",https://careers.polaria.io/jobs/295,"San Francisco, CA",2026-03-08,45,Engineering,Senior,Data Intelligence,ETL/Integration,etl_integration,ETL,ETL/Integration,14.5,1.39,2026-03-07,2026-03-08,Data Intelligence,
Polaria,Senior Solutions Consultant,https://careers.polaria.io/jobs/296,"Boston, MA",2026-03-13,40,Solution Engineering,Senior,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,10.4,1.12,2026-03-06,2026-03-15,Data Intelligence,
Polaria,"Senior Software Engineer, Data Pipelines",https://careers.polaria.io/jobs/297,"New York, NY",2026-03-12,41,Engineering,Senior,Data Intelligence,ETL/Integration,etl_integration,ETL,ETL/Integration,14.1,2.93,2026-03-11,2026-03-12,Data Intelligence,
Polaria,"Solutions Engineer, Enterprise",https://careers.polaria.io/jobs/298,"Amsterdam, Netherlands",2026-03-21,32,Solution Engineering,IC,Data Intelligence,ETL/Integration,etl_integration,ETL,ETL/Integration,13.8,0.98,2026-03-15,2026-03-24,Data Intelligence,
Polaria,"Software Engineer, Frontend",https://careers.polaria.io/jobs/299,"Berlin, Germany",2026-03-29,24,Engineering,IC,Data Intelligence,UI/UX,ui_ux,UI,UI/UX,2.3,1.69,2026-03-26,2026-04-01,Data Intelligence,
Polaria,"Director of AI, Platform",https://careers.polaria.io/jobs/300,"Seattle, WA",2026-03-25,28,AI/ML & Vector,Director+,Data Intelligence,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.6,2.61,2026-03-24,2026-03-29,Data Intelligence,
Polaria,"Director of Engineering, Platform",https://careers.polaria.io/jobs/301,"Boston, MA",2026-03-06,47,Engineering,Director+,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,9.9,0.84,2026-02-27,2026-03-10,Data Intelligence,
Polaria,Senior Data Scientist,https://careers.polaria.io/jobs/302,"Denver, CO",2026-02-02,79,Data/Analytics,Senior,Data Intelligence,Data/Analytics,data_analytics,Data,Data/Analytics,4.7,1.54,2026-01-26,2026-02-06,Data Intelligence,
Polaria,"Principal Engineer, Distributed Systems",https://careers.polaria.io/jobs/303,"Austin, TX",2026-01-25,87,Engineering,Principal/Staff,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,10.1,1.22,2026-01-24,2026-01-26,Data Intelligence,
Polaria,"SWE II, Backend",https://careers.polaria.io/jobs/304,"London, UK",2026-02-27,54,Engineering,IC,Data Intelligence,Backend Systems,backend_systems,Backend Systems,Backend Systems,5.8,1.65,2026-02-25,2026-03-02,Data Intelligence,
Polaria,"AI Product Engineer, LLM Features",https://careers.polaria.io/jobs/305,Remote,2026-02-18,63,AI/ML & Vector,IC,Data Intelligence,Vector / AI,vector___ai,Vector,Vector / AI,8.3,1.44,2026-02-11,2026-02-22,Data Intelligence,
Polaria,"Engineering Manager, Core Platform",https://careers.polaria.io/jobs/306,"Austin, TX",2026-02-18,63,Engineering,Manager,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,9.9,1.65,2026-02-11,2026-02-21,Data Intelligence,
Polaria,Commercial Account Executive,https://careers.polaria.io/jobs/307,"Austin, TX",2026-02-18,63,Sales,IC,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,9.7,0.59,2026-02-15,2026-02-20,Data Intelligence,
Polaria,"Senior Engineer, APIs & Integrations",https://careers.polaria.io/jobs/308,"Chicago, IL",2026-03-31,22,Engineering,Senior,Data Intelligence,ETL/Integration,etl_integration,ETL,ETL/Integration,14.6,2.82,2026-03-24,2026-04-04,Data Intelligence,
Polaria,ML Research Scientist,https://careers.polaria.io/jobs/309,"Boston, MA",2026-02-11,70,AI/ML & Vector,Senior,Data Intelligence,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,8.1,2.77,2026-02-04,2026-02-15,Data Intelligence,
Polaria,"Software Engineer, Frontend",https://careers.polaria.io/jobs/310,"Seattle, WA",2026-01-28,84,Engineering,IC,Data Intelligence,UI/UX,ui_ux,UI,UI/UX,1.6,3.5,2026-01-21,2026-01-30,Data Intelligence,
Polaria,"Staff Engineer, Infrastructure",https://careers.polaria.io/jobs/311,"Seattle, WA",2026-04-06,16,Engineering,Principal/Staff,Data Intelligence,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,4.9,2.71,2026-04-01,2026-04-11,Data Intelligence,
Polaria,"Director of AI, Platform",https://careers.polaria.io/jobs/312,"Austin, TX",2026-02-02,79,AI/ML & Vector,Director+,Data Intelligence,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,8.6,2.94,2026-02-02,2026-02-06,Data Intelligence,
Polaria,"Principal Engineer, Distributed Systems",https://careers.polaria.io/jobs/313,Remote,2026-03-11,42,Engineering,Principal/Staff,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,10.1,1.3,2026-03-10,2026-03-12,Data Intelligence,
Polaria,Senior Data Scientist,https://careers.polaria.io/jobs/314,"Berlin, Germany",2026-03-17,36,Data/Analytics,Senior,Data Intelligence,Data/Analytics,data_analytics,Data,Data/Analytics,3.8,3.1,2026-03-14,2026-03-18,Data Intelligence,
Polaria,Senior Sales Engineer,https://careers.polaria.io/jobs/315,"Austin, TX",2026-02-18,63,Sales,Senior,Data Intelligence,ETL/Integration,etl_integration,ETL,ETL/Integration,14.7,1.31,2026-02-12,2026-02-21,Data Intelligence,
Polaria,"Staff Engineer, Infrastructure",https://careers.polaria.io/jobs/316,Remote,2026-02-15,66,Engineering,Principal/Staff,Data Intelligence,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,5.9,3.13,2026-02-08,2026-02-18,Data Intelligence,
Polaria,"Senior Software Engineer, Data Platform",https://careers.polaria.io/jobs/317,"Berlin, Germany",2026-02-22,59,Engineering,Senior,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,10.8,1.57,2026-02-21,2026-02-26,Data Intelligence,
Polaria,"Software Engineer, Frontend",https://careers.polaria.io/jobs/318,Remote,2026-02-17,64,Engineering,IC,Data Intelligence,UI/UX,ui_ux,UI,UI/UX,1.6,1.35,2026-02-15,2026-02-21,Data Intelligence,
Polaria,Technical Presales Engineer,https://careers.polaria.io/jobs/319,"New York, NY",2026-04-16,6,Solution Engineering,IC,Data Intelligence,Data Governance,data_governance,Data Governance,Data Governance,13.3,3.01,2026-04-16,2026-04-16,Data Intelligence,
Polaria,"Senior CSM, Enterprise Accounts",https://careers.polaria.io/jobs/320,"San Francisco, CA",2026-02-22,59,Customer Success,Senior,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,11.5,1.78,2026-02-20,2026-02-27,Data Intelligence,
Polaria,"Principal Engineer, Distributed Systems",https://careers.polaria.io/jobs/321,"Boston, MA",2026-01-28,84,Engineering,Principal/Staff,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,10.0,1.62,2026-01-26,2026-01-28,Data Intelligence,
Polaria,"Principal Engineer, Distributed Systems",https://careers.polaria.io/jobs/322,"Berlin, Germany",2026-02-26,55,Engineering,Principal/Staff,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,9.7,0.79,2026-02-23,2026-03-01,Data Intelligence,
Polaria,Site Reliability Engineer,https://careers.polaria.io/jobs/323,"Berlin, Germany",2026-02-14,67,Engineering,IC,Data Intelligence,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,5.4,0.52,2026-02-09,2026-02-14,Data Intelligence,
Polaria,Director of Technology Partnerships,https://careers.polaria.io/jobs/324,"New York, NY",2026-02-19,62,Partners/Alliances,Director+,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,10.0,0.77,2026-02-18,2026-02-19,Data Intelligence,
Polaria,"Principal Engineer, Distributed Systems",https://careers.polaria.io/jobs/325,"Austin, TX",2026-03-04,49,Engineering,Principal/Staff,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,10.8,2.53,2026-03-03,2026-03-08,Data Intelligence,
Polaria,"AI Product Engineer, LLM Features",https://careers.polaria.io/jobs/326,"Seattle, WA",2026-03-08,45,AI/ML & Vector,IC,Data Intelligence,Vector / AI,vector___ai,Vector,Vector / AI,9.3,0.95,2026-03-02,2026-03-12,Data Intelligence,
Polaria,Senior Sales Engineer,https://careers.polaria.io/jobs/327,"Austin, TX",2026-04-09,13,Sales,Senior,Data Intelligence,ETL/Integration,etl_integration,ETL,ETL/Integration,15.0,2.27,2026-04-03,2026-04-11,Data Intelligence,
Polaria,Senior Data Scientist,https://careers.polaria.io/jobs/328,Remote,2026-03-21,32,Data/Analytics,Senior,Data Intelligence,Data/Analytics,data_analytics,Data,Data/Analytics,4.8,1.24,2026-03-17,2026-03-26,Data Intelligence,
Polaria,"Principal Engineer, Distributed Systems",https://careers.polaria.io/jobs/329,"London, UK",2026-02-14,67,Engineering,Principal/Staff,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,10.5,2.74,2026-02-10,2026-02-19,Data Intelligence,
Polaria,"Senior Engineer, APIs & Integrations",https://careers.polaria.io/jobs/330,"New York, NY",2026-03-03,50,Engineering,Senior,Data Intelligence,ETL/Integration,etl_integration,ETL,ETL/Integration,14.0,2.41,2026-03-02,2026-03-07,Data Intelligence,
Polaria,Product Marketing Manager,https://careers.polaria.io/jobs/331,"Austin, TX",2026-03-12,41,Marketing,IC,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,10.3,3.02,2026-03-06,2026-03-14,Data Intelligence,
Polaria,"AI Product Engineer, LLM Features",https://careers.polaria.io/jobs/332,"San Francisco, CA",2026-04-12,10,AI/ML & Vector,IC,Data Intelligence,Vector / AI,vector___ai,Vector,Vector / AI,9.2,0.54,2026-04-09,2026-04-12,Data Intelligence,
Polaria,Technical Account Manager,https://careers.polaria.io/jobs/333,"Amsterdam, Netherlands",2026-01-31,81,Customer Success,IC,Data Intelligence,ETL/Integration,etl_integration,ETL,ETL/Integration,15.0,1.77,2026-01-25,2026-01-31,Data Intelligence,
Polaria,"Director of Enterprise Sales, EMEA",https://careers.polaria.io/jobs/334,"New York, NY",2026-03-17,36,Sales,Director+,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,10.1,2.03,2026-03-14,2026-03-18,Data Intelligence,
Polaria,"Director of AI, Platform",https://careers.polaria.io/jobs/335,"Denver, CO",2026-03-13,40,AI/ML & Vector,Director+,Data Intelligence,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,8.5,3.04,2026-03-13,2026-03-14,Data Intelligence,
Polaria,"Software Engineer, Frontend",https://careers.polaria.io/jobs/336,"London, UK",2026-02-22,59,Engineering,IC,Data Intelligence,UI/UX,ui_ux,UI,UI/UX,2.2,1.43,2026-02-20,2026-02-22,Data Intelligence,
Polaria,"Software Engineer II, Backend",https://careers.polaria.io/jobs/337,"Chicago, IL",2026-04-01,21,Engineering,IC,Data Intelligence,Backend Systems,backend_systems,Backend Systems,Backend Systems,7.4,2.07,2026-03-28,2026-04-02,Data Intelligence,
Polaria,"Principal Engineer, Distributed Systems",https://careers.polaria.io/jobs/338,"Boston, MA",2026-04-18,4,Engineering,Principal/Staff,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,11.1,1.32,2026-04-17,2026-04-20,Data Intelligence,
Polaria,"Director of Enterprise Sales, EMEA",https://careers.polaria.io/jobs/339,"Chicago, IL",2026-02-17,64,Sales,Director+,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,10.5,0.67,2026-02-15,2026-02-19,Data Intelligence,
Polaria,"Staff Engineer, Infrastructure",https://careers.polaria.io/jobs/340,"Amsterdam, Netherlands",2026-03-23,30,Engineering,Principal/Staff,Data Intelligence,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,4.5,3.08,2026-03-23,2026-03-24,Data Intelligence,
Polaria,"Engineering Manager, Core Platform",https://careers.polaria.io/jobs/341,"Austin, TX",2026-04-02,20,Engineering,Manager,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,11.4,3.07,2026-03-27,2026-04-03,Data Intelligence,
Polaria,"SWE, Frontend",https://careers.polaria.io/jobs/342,"New York, NY",2026-03-18,35,Engineering,IC,Data Intelligence,UI/UX,ui_ux,UI,UI/UX,2.1,0.86,2026-03-18,2026-03-19,Data Intelligence,
Polaria,"Director of Engineering, Platform",https://careers.polaria.io/jobs/343,"New York, NY",2026-03-01,52,Engineering,Director+,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,11.3,3.1,2026-02-25,2026-03-03,Data Intelligence,
Polaria,"Senior Software Engineer, Data Pipelines",https://careers.polaria.io/jobs/344,"Seattle, WA",2026-03-05,48,Engineering,Senior,Data Intelligence,ETL/Integration,etl_integration,ETL,ETL/Integration,14.1,2.85,2026-03-02,2026-03-08,Data Intelligence,
Polaria,"Senior Software Engineer, Data Pipelines",https://careers.polaria.io/jobs/345,"Seattle, WA",2026-02-11,70,Engineering,Senior,Data Intelligence,ETL/Integration,etl_integration,ETL,ETL/Integration,13.8,3.3,2026-02-11,2026-02-12,Data Intelligence,
Polaria,Senior Machine Learning Engineer,https://careers.polaria.io/jobs/346,"Berlin, Germany",2026-04-21,1,AI/ML & Vector,Senior,Data Intelligence,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.8,2.71,2026-04-17,2026-04-21,Data Intelligence,
Polaria,"Senior Engineer, APIs & Integrations",https://careers.polaria.io/jobs/347,"San Francisco, CA",2026-02-18,63,Engineering,Senior,Data Intelligence,ETL/Integration,etl_integration,ETL,ETL/Integration,15.4,0.93,2026-02-14,2026-02-18,Data Intelligence,
Polaria,"Senior Engineer, APIs & Integrations",https://careers.polaria.io/jobs/348,"Boston, MA",2026-01-22,90,Engineering,Senior,Data Intelligence,ETL/Integration,etl_integration,ETL,ETL/Integration,14.4,2.74,2026-01-21,2026-01-26,Data Intelligence,
Polaria,"Software Engineer, Frontend",https://careers.polaria.io/jobs/349,"London, UK",2026-02-05,76,Engineering,IC,Data Intelligence,UI/UX,ui_ux,UI,UI/UX,1.1,2.49,2026-02-03,2026-02-06,Data Intelligence,
Polaria,"Engineering Manager, Core Platform",https://careers.polaria.io/jobs/350,"Boston, MA",2026-01-22,90,Engineering,Manager,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,10.1,1.32,2026-01-21,2026-01-23,Data Intelligence,
Polaria,Site Reliability Engineer,https://careers.polaria.io/jobs/351,"New York, NY",2026-04-02,20,Engineering,IC,Data Intelligence,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,4.8,1.9,2026-03-27,2026-04-02,Data Intelligence,
Polaria,"Staff ML Engineer, Model Infrastructure",https://careers.polaria.io/jobs/352,"Chicago, IL",2026-03-13,40,AI/ML & Vector,Principal/Staff,Data Intelligence,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.5,0.86,2026-03-11,2026-03-18,Data Intelligence,
Polaria,Site Reliability Engineer,https://careers.polaria.io/jobs/353,"Boston, MA",2026-03-25,28,Engineering,IC,Data Intelligence,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,4.8,2.63,2026-03-20,2026-03-28,Data Intelligence,
Polaria,"Applied Scientist, NLP",https://careers.polaria.io/jobs/354,"San Francisco, CA",2026-03-30,23,AI/ML & Vector,Senior,Data Intelligence,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,8.9,3.06,2026-03-27,2026-03-30,Data Intelligence,
Polaria,"Software Engineer II, Backend",https://careers.polaria.io/jobs/355,"San Francisco, CA",2026-04-20,2,Engineering,IC,Data Intelligence,Backend Systems,backend_systems,Backend Systems,Backend Systems,7.2,3.45,2026-04-18,2026-04-21,Data Intelligence,
Polaria,Technical Presales Engineer,https://careers.polaria.io/jobs/356,"London, UK",2026-02-06,75,Solution Engineering,IC,Data Intelligence,Data Governance,data_governance,Data Governance,Data Governance,12.5,2.94,2026-02-06,2026-02-06,Data Intelligence,
Polaria,"Senior Software Engineer, Data Pipelines",https://careers.polaria.io/jobs/357,"Boston, MA",2026-04-10,12,Engineering,Senior,Data Intelligence,ETL/Integration,etl_integration,ETL,ETL/Integration,13.7,3.33,2026-04-10,2026-04-11,Data Intelligence,
Polaria,Technical Account Manager,https://careers.polaria.io/jobs/358,"San Francisco, CA",2026-02-17,64,Customer Success,IC,Data Intelligence,ETL/Integration,etl_integration,ETL,ETL/Integration,14.3,1.78,2026-02-12,2026-02-18,Data Intelligence,
Polaria,Director of Product Marketing,https://careers.polaria.io/jobs/359,"Austin, TX",2026-02-23,58,Marketing,Director+,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,9.6,2.36,2026-02-20,2026-02-28,Data Intelligence,
Polaria,"SWE, Frontend",https://careers.polaria.io/jobs/360,"New York, NY",2026-04-14,8,Engineering,IC,Data Intelligence,UI/UX,ui_ux,UI,UI/UX,1.6,0.91,2026-04-11,2026-04-19,Data Intelligence,
Polaria,Field Marketing Manager,https://careers.polaria.io/jobs/361,"Amsterdam, Netherlands",2026-01-31,81,Marketing,IC,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,11.1,3.47,2026-01-26,2026-02-03,Data Intelligence,
Polaria,Data Science Manager,https://careers.polaria.io/jobs/362,"Amsterdam, Netherlands",2026-02-08,73,AI/ML & Vector,Manager,Data Intelligence,Data/Analytics,data_analytics,Data,Data/Analytics,4.1,1.31,2026-02-08,2026-02-10,Data Intelligence,
Polaria,Senior Machine Learning Engineer,https://careers.polaria.io/jobs/363,"Chicago, IL",2026-04-14,8,AI/ML & Vector,Senior,Data Intelligence,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,8.1,2.8,2026-04-11,2026-04-15,Data Intelligence,
Polaria,"Senior Engineer, APIs & Integrations",https://careers.polaria.io/jobs/364,"San Francisco, CA",2026-02-12,69,Engineering,Senior,Data Intelligence,ETL/Integration,etl_integration,ETL,ETL/Integration,15.0,3.34,2026-02-06,2026-02-14,Data Intelligence,
Polaria,"Senior CSM, Enterprise Accounts",https://careers.polaria.io/jobs/365,"London, UK",2026-03-22,31,Customer Success,Senior,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,10.1,2.71,2026-03-17,2026-03-26,Data Intelligence,
Polaria,"Engineering Manager, Core Platform",https://careers.polaria.io/jobs/366,"Seattle, WA",2026-02-08,73,Engineering,Manager,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,11.2,2.93,2026-02-01,2026-02-12,Data Intelligence,
Polaria,"Senior Software Engineer, Data Pipelines",https://careers.polaria.io/jobs/367,"San Francisco, CA",2026-04-10,12,Engineering,Senior,Data Intelligence,ETL/Integration,etl_integration,ETL,ETL/Integration,14.0,1.16,2026-04-03,2026-04-10,Data Intelligence,
Polaria,Site Reliability Engineer,https://careers.polaria.io/jobs/368,"Boston, MA",2026-04-05,17,Engineering,IC,Data Intelligence,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,5.9,3.26,2026-03-31,2026-04-05,Data Intelligence,
Polaria,Site Reliability Engineer,https://careers.polaria.io/jobs/369,"Amsterdam, Netherlands",2026-04-07,15,Engineering,IC,Data Intelligence,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,6.2,3.38,2026-04-02,2026-04-12,Data Intelligence,
Polaria,Technical Account Manager,https://careers.polaria.io/jobs/370,Remote,2026-03-09,44,Customer Success,IC,Data Intelligence,ETL/Integration,etl_integration,ETL,ETL/Integration,14.1,3.43,2026-03-03,2026-03-14,Data Intelligence,
Polaria,Analytics Engineer,https://careers.polaria.io/jobs/371,"Amsterdam, Netherlands",2026-03-30,23,Data/Analytics,IC,Data Intelligence,Data/Analytics,data_analytics,Data,Data/Analytics,4.9,3.29,2026-03-25,2026-03-31,Data Intelligence,
Polaria,Senior Sales Engineer,https://careers.polaria.io/jobs/372,Remote,2026-03-13,40,Sales,Senior,Data Intelligence,ETL/Integration,etl_integration,ETL,ETL/Integration,13.8,2.69,2026-03-07,2026-03-17,Data Intelligence,
Polaria,Site Reliability Engineer,https://careers.polaria.io/jobs/373,"Seattle, WA",2026-02-02,79,Engineering,IC,Data Intelligence,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,5.8,0.81,2026-01-26,2026-02-03,Data Intelligence,
Polaria,"Staff Engineer, Infrastructure",https://careers.polaria.io/jobs/374,"Boston, MA",2026-03-08,45,Engineering,Principal/Staff,Data Intelligence,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,4.8,3.16,2026-03-07,2026-03-13,Data Intelligence,
Polaria,Strategic Account Manager,https://careers.polaria.io/jobs/375,"San Francisco, CA",2026-02-23,58,Sales,Senior,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,10.0,1.25,2026-02-22,2026-02-25,Data Intelligence,
Polaria,"Staff Engineer, Infrastructure",https://careers.polaria.io/jobs/376,"Denver, CO",2026-04-15,7,Engineering,Principal/Staff,Data Intelligence,Cloud Infra,cloud_infra,Cloud Infra,Cloud Infra,5.4,1.76,2026-04-13,2026-04-18,Data Intelligence,
Polaria,"SWE, Frontend",https://careers.polaria.io/jobs/377,"Denver, CO",2026-02-11,70,Engineering,IC,Data Intelligence,UI/UX,ui_ux,UI,UI/UX,1.2,1.94,2026-02-08,2026-02-12,Data Intelligence,
Polaria,"Senior Software Engineer, Data Platform",https://careers.polaria.io/jobs/378,"Boston, MA",2026-04-19,3,Engineering,Senior,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,10.0,0.81,2026-04-14,2026-04-20,Data Intelligence,
Polaria,"Senior PMM, AI & Platform",https://careers.polaria.io/jobs/379,"New York, NY",2026-02-10,71,Marketing,Senior,Data Intelligence,AI/ML Pipeline,ai_ml_pipeline,AI,AI/ML Pipeline,7.7,3.46,2026-02-03,2026-02-15,Data Intelligence,
Polaria,"SWE II, Backend",https://careers.polaria.io/jobs/380,"San Francisco, CA",2026-04-01,21,Engineering,IC,Data Intelligence,Backend Systems,backend_systems,Backend Systems,Backend Systems,5.7,1.12,2026-03-29,2026-04-04,Data Intelligence,
Polaria,Strategic Account Manager,https://careers.polaria.io/jobs/381,Remote,2026-01-27,85,Sales,Senior,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,10.1,0.79,2026-01-21,2026-01-31,Data Intelligence,
Polaria,Data Science Manager,https://careers.polaria.io/jobs/382,"Boston, MA",2026-04-15,7,AI/ML & Vector,Manager,Data Intelligence,Data/Analytics,data_analytics,Data,Data/Analytics,3.5,0.76,2026-04-08,2026-04-16,Data Intelligence,
Polaria,"Senior Engineer, APIs & Integrations",https://careers.polaria.io/jobs/383,Remote,2026-01-30,82,Engineering,Senior,Data Intelligence,ETL/Integration,etl_integration,ETL,ETL/Integration,15.5,1.92,2026-01-29,2026-02-01,Data Intelligence,
Polaria,"Group Product Manager, Enterprise",https://careers.polaria.io/jobs/384,Remote,2026-01-27,85,Product Management,Manager,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,9.7,2.13,2026-01-25,2026-01-29,Data Intelligence,
Polaria,Director of Product Marketing,https://careers.polaria.io/jobs/385,"San Francisco, CA",2026-02-23,58,Marketing,Director+,Data Intelligence,Data Platform,data_platform,Data Platform,Data Platform,10.0,1.9,2026-02-20,2026-02-25,Data Intelligence,
